query	label
用小学的口算就可以，比如1.1得1,1.2得2,1.3得3.。。。。。。。	未攻击用户
朋友们爽不爽	未攻击用户
利好本来就是为了出货	未攻击用户
傻孩儿	未攻击用户
分析准确赞同	未攻击用户
再怎么自己给自己打气都改变不了弱鸡事实	未攻击用户
上周五又买回了，谢谢，今天东数西算发酵，买了佳力转债，很喜欢你指引方向	未攻击用户
无量一切都是空	未攻击用户
牛逼牛逼牛逼，绿了，你真牛，你真棒	攻击用户
高处不胜寒，都要谨慎	未攻击用户
大家都知道的事情就是坏消息	未攻击用户
我也是的	未攻击用户
秀儿	未攻击用户
退出吧	未攻击用户
看来一定是股东了，呵呵	未攻击用户
融资已大笔买入	未攻击用户
你说的不算	未攻击用户
你赶快割啊，别跌完了	未攻击用户
上周天天唱空的也是你[吐血]11	未攻击用户
啥时候涨过还拉高出货。你这人哎	未攻击用户
哈哈??????	未攻击用户
手中没股还打这么多字，哈哈	攻击用户
垃圾伪科技股	未攻击用户
改称熊哥更好	未攻击用户
周五玩的跑的快，今天跌停可以接回了	未攻击用户
明星扣篮大赛应该有你[龇牙]8	未攻击用户
对于庄家高抛低吸，这个难吗？	未攻击用户
你买股票就是为了解套吗？该拼拼	未攻击用户
明年今周吧	未攻击用户
318年报出来了再上行！	未攻击用户
就是	未攻击用户
我居然读完了	未攻击用户
空空空	未攻击用户
被骗了[流泪]7[流泪]7	未攻击用户
干就完了吃肉。	未攻击用户
直线下滑	未攻击用户
不好意思平开，所以绿着开	未攻击用户
票房一般般。难有作为	未攻击用户
侵犯你什么隐私了如果怕侵犯隐私就别出门在家里呆着满大街摄像头天天监控着你呢	攻击用户
你已经出现幻觉，需要看精神科	未攻击用户
能红就行	未攻击用户
平开	未攻击用户
有点意思	未攻击用户
每天就你这样做梦的人害了一大堆韭菜	攻击用户
。。	未攻击用户
暂无该股dde散户数量数据	未攻击用户
今天跌停	未攻击用户
低位吸取筹码呗。	未攻击用户
做梦吧	未攻击用户
大家都来举报苹果，资金严重控盘	未攻击用户
突破	未攻击用户
今天跌破24500	未攻击用户
郑州	未攻击用户
笨蛋就别核不核了 抱着你的翠花睡觉吧	未攻击用户
天天涨停	未攻击用户
正元转债一天爆拉176	未攻击用户
亏死你，笑死我了	未攻击用户
不要再心理按摩了！居心何在？	未攻击用户
买进了说一声我好跑，不过我觉得周三之前应该是买不进	未攻击用户
搞错了，东数西算[糗]5	未攻击用户
自我感觉，你在东数西算里面把金证找出来看看	未攻击用户
走了还是没走，周五跟着你买了[笑]1	未攻击用户
感觉如何？	未攻击用户
保障是什么？	未攻击用户
兄弟抓紧全仓买多，躺赚模式已经开启了	未攻击用户
九安医疗估计到100元，雅本化学是同步股，分时图几乎是一模一样的，可以并在一起观察吧	未攻击用户
股市里什么都不缺，唯有缺德，无下限。这么珍贵的东西你也敢奢望。	未攻击用户
这叫洗？动动脑子，这叫下跌中继	未攻击用户
大跌开始了	未攻击用户
别忘了有印标	未攻击用户
挂4.17吧	未攻击用户
想低价买就直接说，别绕圈子！	未攻击用户
先顶你上去	未攻击用户
董秘又来了	未攻击用户
假纪要套人	未攻击用户
不走，行情一时半会完不了	未攻击用户
你明显是拖，出来放风的[龇牙]8	未攻击用户
奇葩	未攻击用户
二年能上二十	未攻击用户
3年了还玩明白？	未攻击用户
没机会了	未攻击用户
狡猾	未攻击用户
你很希望他跌停吗	未攻击用户
做为一个成年人都忍不住内心的喜悦，和大家分享了。十多年没看到大雪了	未攻击用户
涨停出了，今天肯定封不上板了	未攻击用户
不会派教练机呦！我们培训飞行员现在都是模拟培训然后直接上就行了，不需要教练机。	未攻击用户
没人当你很牛逼	未攻击用户
就你[捂脸]18	未攻击用户
现在参与不了了	未攻击用户
想多了[可爱]2	未攻击用户
这是铁矿石涨价你为什么还跌呢？	未攻击用户
大概率冲到3600以上。	未攻击用户
彬彬彬杉至少能到33。	未攻击用户
2??5??<br />的本	未攻击用户
绝对会下杀的	未攻击用户
看看今天能拉几个点	未攻击用户
同是九年级，为啥你那么优秀	未攻击用户
卖吗	未攻击用户
原油跌了	未攻击用户
瞎糊闹	未攻击用户
多基因摸头<br />从最近3年的年度表现来看，2020年是以“两瓶酒”为代表的大消费表演的一年。2021年是以宁德时代为代表的新能源表现的一年。显而易见三大板块中主要的两大板块在过去两年里都轮番表演过了。水皮想现在无论如何，即便从保守的角度来讲，如果有结构性机会，也只可能是大金融板块。大盘指数已经走坏，注定今年是震荡调整行情，高估值版块风险加大，主力资金调仓换股到低估值滞涨的银行金融版块，江浙地区的银行受益于当地经济发展，发展空间巨大，具有涨停基因的小市值紫金银行底部已出现，目前月线金叉，趋势处于上升通道，布局建仓时机，未来可期，正在酝酿大行情，全面注册制后银行股也会有20cm大长腿	未攻击用户
菜籽榨油剩下的快赶上菜籽价啦	未攻击用户
1月6号就增发消息了，你看看今天几月几号了？？这种水平还出来玩什么股票	未攻击用户
拿了一年半，盈利7万没走到16,000跑了。伤心呀。	未攻击用户
说的很有道理，就是赚不到钱~	未攻击用户
缺口理论这么准，那还有人亏钱？ 个个都是股神了	未攻击用户
就你这一惊一乍的劲也对不起你这个ID	攻击用户
政策对元宇宙打压比较大，今年估计是没行情了！	未攻击用户
都没人竞价了	未攻击用户
今天追涨一大批，地位补仓一大批，估计还要振	未攻击用户
是你的认知不够，下手迟啊	攻击用户
3年股龄的价值投资者[黑人问号]20！再说大A有价值投资吗？	未攻击用户
我上礼拜已经实名向证监会举报，1.25元员工持股是利益输送，评论居然发不出来	未攻击用户
你是个篮子	未攻击用户
哈哈老大 你也在搞笑？	未攻击用户
忽悠，继续忽悠	攻击用户
蟑螂	未攻击用户
这个股半牛内上百不是梦！	未攻击用户
上市公司就是来套票的	未攻击用户
美元霸权在陨，美元资产风险太高了	未攻击用户
2080获利了结了	未攻击用户
唉 每次睡过头都是涨停了 我挂单走了	未攻击用户
消息出来就不值钱了	未攻击用户
能不能说要开始上涨走势了？5.3到现在4.2亏八万多了！！[委屈]6[流泪]7[流泪]7	未攻击用户
看到你这样说，那我就放心了	未攻击用户
真的假的呀，涨，涨，涨	未攻击用户
哈哈哈哈	未攻击用户
孔方兄，请教个问题，可转债，收盘的集合竞价想要卖出的话，底价挂多少啊？这玩意好像也没有跌停价可以挂啊	未攻击用户
这只是个梦想吧！	未攻击用户
兄弟打脸不？	攻击用户
我也看完了[糗]5	未攻击用户
哈哈可说呢……	未攻击用户
真是害人，又疯了一个	攻击用户
必须得	未攻击用户
500亿吧[捂脸]18	未攻击用户
上方哪有套牢盘，明显就是震荡出货，目前这点位已经获利甚多	未攻击用户
迷惑散户	未攻击用户
不要慌，我觉得回补上面缺口	未攻击用户
妖言惑众	未攻击用户
07年的股民，第一次中签	未攻击用户
利好就是立空	未攻击用户
追高帝雄科技	未攻击用户
才子呀	未攻击用户
真有钱呀股神	未攻击用户
可转债和股票一样  买卖吗   有什么区别吗	未攻击用户
哈哈哈??	未攻击用户
快跑，放量下杀了。	未攻击用户
今天不跌停就不错了	未攻击用户
故事编的不错	未攻击用户
决战紧荆之颠和它，不到五十不卖	未攻击用户
铁公鸡一个还人气呢？	未攻击用户
与雄安新区一个样，后面一地鸡毛	未攻击用户
低位可以买多	未攻击用户
一飞冲天，未来可期！	未攻击用户
真的菜，下午套死你	未攻击用户
有宁建做例子所以敢大胆的买	未攻击用户
因为周五分歧转弱，获利盘今天出逃，周五进的多头今天转空头。明天再大幅低开，我反正不割，周五高开进来。亏了17个点	未攻击用户
你想多了，国内公墓基金的盈利模式，就不会让你的愿望实现，这个票已经实现了，拉升，见顶，出货的完美周期，下一步只有跟随指数波动，没有独立行情	未攻击用户
龙头就是这么任性	未攻击用户
这还用赌？	未攻击用户
牛逼克拉斯，哥们	未攻击用户
现在就是拼时间成本	未攻击用户
今天10.7来抄底	未攻击用户
韭菜就是韭菜，看着就恶心	攻击用户
你是多想买？	未攻击用户
看到你们酸，我非常高兴，这种心态玩个鬼	未攻击用户
我赞成	未攻击用户
骗进天风的定增股东，恨死鱼雷了	未攻击用户
说的啥	未攻击用户
8995了估计下午真的能到9000	未攻击用户
不破不立	未攻击用户
牛逼的	未攻击用户
主力出货了	未攻击用户
越砸散户越多，散户多同样涨，同样涨停	未攻击用户
作者水平超高！点赞一万！	未攻击用户
暴跌才开始	未攻击用户
就这种谁抄谁死	未攻击用户
没那么快	未攻击用户
哟嚯，你踏空了，今天高开高走	攻击用户
是金子就会发光，全仓了，就差大机构吸筹了	未攻击用户
满仓了干了信牛哥的	未攻击用户
上周五买的，不知怎么样	未攻击用户
对，你自己想想，多买点	未攻击用户
主要想表达什么呢[糗]5	攻击用户
做短差成功率很高啊	未攻击用户
按照看盘手0008的理论 你可以在200以下接回	未攻击用户
流批	未攻击用户
今天又玩玩了	未攻击用户
这只股票一直缺乏大资金，风吹草动迅速变化。	未攻击用户
大概率要飞一波，能飞多高不知道，耐心等待，每年都是这个时候飞	未攻击用户
你真牛??	未攻击用户
追涨杀跌不会说的是你吧[痛苦]3	未攻击用户
我也梦到了	未攻击用户
真奢侈，万分之二的机会也放弃	未攻击用户
分析得很好，下次别分析了。70点？哪有人能吃行情能从头吃到尾的，真这样大概率是赌徒了。。	未攻击用户
大癌股多少股票提前一天拉涨停的，就你这样的还是7年股龄？金种子才提前半天拉起来	未攻击用户
我是35买进的，[流泪]7[流泪]7[流泪]7	未攻击用户
这只烂股不要买	未攻击用户
快了，不远了	未攻击用户
今天跌的你找不到北	未攻击用户
第三次关黑屋，绝对是一年，不会是十天半月就能出来的	未攻击用户
每天没看到你出来唠叨和忽悠真的不习惯，	攻击用户
会	未攻击用户
这些有蛋用，股不涨	未攻击用户
没董秘吹	未攻击用户
我的数据港希望今天能连板	未攻击用户
最近6个月，共有6家研究机构对西藏珠峰(600338)进行评级，综合评级为“买入-”，其中包括： 3家买入， 3家增持， 0家中性。注：综合评级“买入”代表大部分研究机构看好该公司的未来发展前景，“增持”代表研究机构较为看好其发展，“中性”代表研究机构对其发展前景保持中立。	未攻击用户
呵呵，早上的无量拉升了，还说我，你的脑子里呢，现在是卖给你了	未攻击用户
没有用	未攻击用户
今天一字板跌停开盘，散户割肉没机会了。	未攻击用户
还有刘瑞说的很多股化工股新能源股，后面小涨被套几个月的。都可以集合，后面去找他解套解决。	未攻击用户
你们可以去看我新的评论	未攻击用户
明天上市	未攻击用户
利好出货	未攻击用户
主曰:你的愿望可以实现的。	未攻击用户
每天问候你一遍	未攻击用户
感觉要下杀一下	未攻击用户
别吹了，吹多打脸	攻击用户
明天低开了，今天不跑，明天活埋	未攻击用户
接着忽悠啊	攻击用户
没毛病	未攻击用户
涨停的话都跑了，这套着都割肉走了。	未攻击用户
这货炒的是个啥？	未攻击用户
这个有机构在	未攻击用户
哈哈上不去	未攻击用户
稳稳的派发给小散	未攻击用户
你想多了！！真没必要	未攻击用户
开始准备资金，让庄家割韭菜了	未攻击用户
做梦呢	未攻击用户
它有东邪西毒概念	未攻击用户
会	未攻击用户
恭喜没走的了	未攻击用户
我也看完了	未攻击用户
套了，咋办	未攻击用户
中泰化学(002092)今天dde散户数量为4.35。散户数量增加，主力介入低。但是散户数量相比昨天下降，说明主力资金有吸筹筹码的可能，可以适当关注。该股在两市中散户数量排名名次为604。	未攻击用户
你这种货色不输钱，谁输钱都得了幻想症了	攻击用户
继续多	未攻击用户
板了，恭喜豆豆。	未攻击用户
错，大把上市的，海大不是？	未攻击用户
做梦去吧	未攻击用户
早上9.20的集合 15个点  现在……	未攻击用户
纯坑，跑吧	未攻击用户
还冲高回落，不焖死就烧高香	未攻击用户
非常赞同，新开普目前处于下跌中继，盘整后必定继续下跌，第一下跌目前价7元，一起拭目以待，可以预料到空仓新开普的一定会为提前清仓而庆幸自己是幸运的[棒]27[棒]27[棒]27	未攻击用户
当厨师可惜了	未攻击用户
厉害，我被洗出去了，你留下来的发财	未攻击用户
是200多万[糗]5	未攻击用户
我割肉了成本在42元	未攻击用户
已全仓，跟主力一起上！！！	未攻击用户
接着忽悠	攻击用户
我靠，你那个货吗？	攻击用户
上周五主力就想砸，被板块带了上去，现在好不容易逮个利空，怎么也要一个跌停吧	未攻击用户
年前满仓进的	未攻击用户
你说了句废话	未攻击用户
好好的股被庄玩死了，本来雅本的话人气都要流过来了，结果庄家就是不停砸盘	未攻击用户
董秘又来了	未攻击用户
回过头来看，真的牛	未攻击用户
你不装逼了，你爷我平和的很15年拿到现在，跟你毛小孩不是一个级别。	攻击用户
还没睡醒嘛	未攻击用户
能涨停吗	未攻击用户
2022年2月18日宁波建工集合竞价大幅高开，大幅高开10.00%，竞价评级看多，竞价涨幅10.02%，成交价6.26元，成交量738.11万股，成交额4620.57万，未成交量1.73亿股，未成交额10.85亿。<br />建议关注高开原因，并结合其他指标使用，判断行情走势	未攻击用户
2022年2月18日九安医疗集合竞价大买单试盘，大买单试盘657万元，竞价评级-，竞价涨幅0.02%，成交价60.42元，成交量105.53万股，成交额6376.12万，未成交量10.52万股，未成交额635.62万。<br />建议关注主力动向，并结合其他指标使用，判断行情走势	未攻击用户
明天竞价还可以挂涨停板买入，吓死胆小的，撑死胆大的，股票里面就是搏击…～	未攻击用户
他根本没仓位的，刷存在感的乐色而已	攻击用户
为什么没起动之前不说一元二角的业绩，股市要赚良心钱	未攻击用户
出了，外盘掉了，开空了	未攻击用户
是逼你转股	未攻击用户
他有不是国企	未攻击用户
没睡醒，鉴定完毕	未攻击用户
你从哪里看到庄了，根本没有玩的，	未攻击用户
都觉得是别人。	未攻击用户
逗你玩儿呢！别太认真！	攻击用户
啥都不懂，瞎逼逼	攻击用户
QQ糖	未攻击用户
真有一飞冲天可能！持股待涨！	未攻击用户
你们还真信，庄稼急着出货呢	未攻击用户
目前不可能，可能要飞一波	未攻击用户
六年骨龄 家里开钱庄的吗	未攻击用户
大跌的原因不是说几个大佬被平仓了吗？	未攻击用户
早就过气了的东西，还一致看多，可笑	未攻击用户
现在宁建转债和正股涨幅基本一样，不是多十个点，17日正股涨停，转债没有动	未攻击用户
一百点？	未攻击用户
补了，	未攻击用户
主力随时打你脸	攻击用户
哎我早上33.95挂的 没成交 然后撤单了哈哈哈	未攻击用户
小偷不可饶恕	未攻击用户
[棒]27[棒]27[棒]27	未攻击用户
估值是不高的。今天也没有什么人疯狂吸纳！不是热点，介入需耐心。	未攻击用户
这个可以有[笑]1	未攻击用户
惊不惊喜	未攻击用户
赶超茅台	未攻击用户
接回来了？	未攻击用户
是金子总会发光	未攻击用户
看看你说的	未攻击用户
最低点割肉？	未攻击用户
知足吧，我才一万	未攻击用户
心动动就算了	未攻击用户
涨停前几天卖了23万股[吐血]11[吐血]11[吐血]11	未攻击用户
主力缓慢出货，股价会阴跌。主力被套了。	未攻击用户
这个能看出来都是股神了[捂脸]18	未攻击用户
今天换手不错 但是股价太烂	未攻击用户
我准备锁30年	未攻击用户
一个鸟样啊	未攻击用户
你还有没有持股啊！	未攻击用户
这么厉害????	未攻击用户
极大可能跌停。	未攻击用户
没戏没戏	未攻击用户
莫慌，一会要緑	未攻击用户
-16.33，你那手续费高	未攻击用户
年年横，月月横，日日横，分分钟钟横横横	未攻击用户
全是利好，必是利空，追高进去套个三年五年也有可能[捂脸]18	未攻击用户
不用理会	未攻击用户
够呛，成本在哪里呢	未攻击用户
大哥 是你吗	未攻击用户
天啊，我买了30万都不敢发	未攻击用户
今天解禁很多股800亿，又不是这一只票	未攻击用户
越跌越买	未攻击用户
你咋敢的，瞬间打脸的事	攻击用户
拿九月份	未攻击用户
把筹码骗走了	未攻击用户
诈骗集团又添新成员了，电信诈骗地位保不住了。	未攻击用户
马上就买进了	未攻击用户
我怀疑你是主力派来的卧底，专门替主力收割韭菜的。连续亏损，我手机提示这个股票有ST风险。	攻击用户
算数概念他不算数	未攻击用户
3.73已全仓12000股	未攻击用户
你在做梦	未攻击用户
不会低了，直接追吧	未攻击用户
太搞孝了 快去求求你主力赏你20cm	未攻击用户
美利云公布的2021三季报业绩显示，营业收入为8.31亿元，同比增长9.41%；归属母公司净利润1431.27万元，同比下降23.63%.	未攻击用户
没人追就会，等你追进去行情就完了<br />都是一个套路，割韭菜	未攻击用户
岭南股份(002717)预计于2022年3月28日解禁，解禁股数1.56亿股，解禁成本2.41元，实际解禁金额6.83亿元，解禁股所属类型是定向增发机构配售股份。	未攻击用户
打小就看你行[笑哭]	未攻击用户
丽人丽妆2022年2月18日资金净流出98.55万元， 其中流入923.62万元，流出1022.17万元。	未攻击用户
宁波建工一字板买不进去，后排不想买，已经空出一半的仓位准备干龙头了，宁波建工有基建，浙江，和数字中心概念加持，奈何一字板，不给参与机会！	未攻击用户
前天周六加了个班，十几年没加班了，他没开市[捂脸]18[捂脸]18[捂脸]18我想如果周六开市的话他肯定涨停[努力]26	未攻击用户
应该是不给你机会了，好不容易洗掉一部分	未攻击用户
哪儿涨了	未攻击用户
不是70.39？	未攻击用户
这咋看出来的？指教一下[发呆]10	未攻击用户
你真聪明	攻击用户
基金都是走一路调一路，有种就拿，想天天涨停还是算了吧。	未攻击用户
我记得以前有60多的，起步还是那个	未攻击用户
这个人不停地再发，事出反常必有妖	未攻击用户
现在开启不涨停涨不停的模式	未攻击用户
今天一字板跌停开盘，参考华宝股份。	未攻击用户
哈哈，喊人接盘了，急了	未攻击用户
找个厂上班去吧	攻击用户
赶快跑	未攻击用户
看不明白别乱说话呵呵	未攻击用户
啪啪啪<br />	攻击用户
这个也是妖，小小白酒赚几个钱?	未攻击用户
自己种没准赔个底朝天，有钱拿来买期货更靠谱	攻击用户
咋了	未攻击用户
被股市耽误的段子手	未攻击用户
别吹了，自己觉得恶心不，年前你不也这么说吗，吹牛B打好草稿再来	攻击用户
看今天就知道没啥反应	未攻击用户
站在山顶等你来	未攻击用户
无法无天吗？哈哈	未攻击用户
赶紧走 免得在这里老吓人，搞得自己好厉害的样子	未攻击用户
做美梦吧	未攻击用户
然后？	未攻击用户
[龇牙]8	未攻击用户
还有明白人。但前期新品牌。开发有可能会出现巨额亏损。短期一定会震荡。但中后期 肯定会好的	未攻击用户
胡言乱语，看来病了不轻	攻击用户
一个做t能有啥水平	未攻击用户
炒股就是，你抄他的底，他抄你的家，你追他的顶，他追你的命	未攻击用户
你好好的，别给持股人添堵，谢谢	未攻击用户
起飞??	未攻击用户
等你进去就是坑	未攻击用户
满仓了？那涨停吧	未攻击用户
今天什么节日不开盘？	未攻击用户
自嗨	未攻击用户
咱说点现实的可以吗	攻击用户
人人都在跑，你不跑，不亏你亏谁？	未攻击用户
今天平局收盘	未攻击用户
如果收盘前有机会涨到880，追三成空	未攻击用户
"[笑哭][笑哭][捂脸]18笑死老只了！[c龇牙]"" src=""//i.thsi.cn/sns/circle/wapcircle/img2/discuss/emoji/n2[c龇牙]"" src=""//i.thsi.cn/sns/circle/wapcircle/img2/discuss/emoji/n2[c龇牙]"" src=""//i.thsi.cn/sns/circle/wapcircle/img2/discuss/emoji/n2"	未攻击用户
打脸不？	未攻击用户
那坏了，肯定得跌	未攻击用户
就怕买了之后持续下砸[吐血]11	未攻击用户
集合竞价卖掉！	未攻击用户
感觉够呛	未攻击用户
跌停就是加仓机会	未攻击用户
烧坏了？	未攻击用户
你……	未攻击用户
这家公司就是诈骗	未攻击用户
涨50哪里看	未攻击用户
我已经开始加仓了	未攻击用户
你太心善了	未攻击用户
竞价拉一下是给你保留点念想	未攻击用户
这波难道要去1950？	未攻击用户
我也想知道	未攻击用户
我来总结下，有大量资金关注的，就会涨。	未攻击用户
什么都蹭，什么都不行	未攻击用户
今天数据中心，云计算这些都大涨	未攻击用户
两头赚钱不是更好	未攻击用户
止损位？	未攻击用户
感谢您对社区工作的支持以及创作的优质内容，我们已对您的帖子进行推荐！	未攻击用户
45亿，超预期	未攻击用户
怎么进丅D	未攻击用户
主力来拉了[龇牙]8，大家跟着抢	未攻击用户
开盘-2%，峰值-5%，收盘-4%	未攻击用户
希望你能赌对	未攻击用户
有可能被删	未攻击用户
说得很专业啊	未攻击用户
收到，这就挂跌停卖	攻击用户
都低开了还大涨，想多了	未攻击用户
做好做股东的准备了	未攻击用户
2022年2月18日晓程科技集合竞价砸盘，单笔放量10%以上砸盘，竞价评级看空，竞价涨幅-1.07%，成交价12.00元，成交量23.48万股，成交额281.76万，未成交量2600.00股，未成交额3.12万。<br />建议关注主力动向及风险，并结合其他指标使用，判断行情走势	未攻击用户
怎么tm哪都有你	未攻击用户
出货没？天天忽悠别人干吗	未攻击用户
最高18 现价16多。套什么了 ？成长为股东还须历练!	未攻击用户
年底的时候说多好多好，是不是鼓励接盘。现在说多差多差，是不是鼓励大家割肉？	未攻击用户
这票关键是要等乌俄开战。一旦开战这票绝对涨停，打多久就涨停多久。	未攻击用户
你失去理智，疯了，我懂得[流泪]7	攻击用户
你的坚持，终于得到了回报	未攻击用户
快了吧	未攻击用户
托吧	未攻击用户
低开还笑，要补缺口了。	未攻击用户
你赚大了	未攻击用户
不想看你直播，赶紧去拉起来	攻击用户
额，这个贴咋是叫大家跑的意思	未攻击用户
此股唯一不好处就是上方套牢散户太多。	未攻击用户
别看股评啥的了，都是一帮没有水平的人，要是真有能赚钱的机会人家会告诉你？自己早就偷摸儿进去了，基本全是忽悠人去接盘的，现在哪有不割韭菜的公司	未攻击用户
你摸着良心问自己，是莫名其妙卖吗？	未攻击用户
感觉有人恶意砸盘	未攻击用户
一看到主观，就是瞎扯淡	攻击用户
凯莱英还是个硬通货～倒车接人先是看不起然后追不上	未攻击用户
呵呵	未攻击用户
祝福你	未攻击用户
留一部分，万一突破走势，岂不是太可惜了！不过突破概率不大！	未攻击用户
高足[棒]27	未攻击用户
我什么时候看你都不是东西	未攻击用户
我不作任何点评，我只知道打新股挣了二十来万	未攻击用户
买	未攻击用户
人才呀……	未攻击用户
我们要做到不信谣，不传谣<br />	未攻击用户
不行了	未攻击用户
算黄瓜	未攻击用户
股神啊	未攻击用户
你买多了就会跌，不买少买就会涨，这是宿命	未攻击用户
等死	未攻击用户
??	未攻击用户
内幕，要跌	未攻击用户
笑死	未攻击用户
板块17股已经涨停，不是龙	未攻击用户
加仓，加到它天荒地老	未攻击用户
洗洗睡吧	未攻击用户
这是啥意思？？这样的开始	未攻击用户
亏了还是挣了<br />	未攻击用户
70成本 套着呢	未攻击用户
卖	未攻击用户
等跌到21你就不会这么说了	未攻击用户
万一是，局中局，套中套呢？[龇牙]8	未攻击用户
今天狂跌	未攻击用户
你是托吗？主力周五就入了八个多亿，不拉几个板才怪，这种妖股不可能在洗盘了，强势涨停	未攻击用户
说反了	未攻击用户
恭喜喜提中华烟一包！	未攻击用户
你是那个城市，需要收垃圾处理费	未攻击用户
。。。。。	未攻击用户
东乌 打仗了，今日暴跌。	未攻击用户
还是我的首都在线好,哈哈	未攻击用户
[笑]1	未攻击用户
正是因为大部分人有你这样的心态，庄家才会打压股价，你八块买入，他把股票押到七块，你卖不卖？七块你不卖六块呢？	未攻击用户
它哪来的脸。	攻击用户
跟宁波建工一比，这个连垃圾都不如	未攻击用户
不可能	未攻击用户
脑子是个好东西	未攻击用户
他说的	未攻击用户
还真是，充其量算个屁[可爱]2	未攻击用户
成本28.72	未攻击用户
这次下跌36	未攻击用户
最鄙视的就是你们这种托   忽悠散户高位接盘   拿假持仓骗人	攻击用户
为什么，你哪里看的	未攻击用户
就是，看看康希诺涨停	未攻击用户
吃点牛大力补补脑子吧 今年这种经济怎么可能大涨 张口就来	攻击用户
今天一大早这多多头往上冲怎么会跌停？就算被锂矿板块和大盘带下来也不会跌哪里去，你这炒股完全碰	未攻击用户
先来一个跌停伺候	攻击用户
说说而已，你听着就好了<br />	未攻击用户
哈哈??	未攻击用户
有，肉汤下面条??	未攻击用户
成功的把我套在了涨停板上，真不该提前挂单买	未攻击用户
知识产权保护要出利好	未攻击用户
机会就在你纠结的时候错过了，等你可以买的时候就开始跌了，我都买少了45个点拿下	未攻击用户
倾家荡产	未攻击用户
今天低开了，抓紧进来	未攻击用户
散户太多了	未攻击用户
你可真够呆的，一会儿要买200W，一会儿买了10w吓得要死。	未攻击用户
到底能不能涨？<br />	未攻击用户
不会	未攻击用户
已亏了10个点，进了150万。	未攻击用户
本来就无关 买了的就强行觉得有关	未攻击用户
在农村通俗一点这小子脑子一定是让馿踢了	攻击用户
你的股龄让我不信	未攻击用户
总想自己的票上涨啊	未攻击用户
大忽悠。	攻击用户
哈哈  盘前竞价而已嘛  淡定哈	未攻击用户
能到2.6不?	未攻击用户
求恶露特<br />从最近3年的年度表现来看，2020年是以“两瓶酒”为代表的大消费表演的一年。2021年是以宁德时代为代表的新能源表现的一年。显而易见三大板块中主要的两大板块在过去两年里都轮番表演过了。水皮想现在无论如何，即便从保守的角度来讲，如果有结构性机会，也只可能是大金融板块。大盘指数已经走坏，注定今年是震荡调整行情，高估值版块风险加大，主力资金调仓换股到低估值滞涨的银行金融版块，江浙地区的银行受益于当地经济发展，发展空间巨大，具有涨停基因的小市值紫金银行底部已出现，目前月线金叉，趋势处于上升通道，布局建仓时机，未来可期，正在酝酿大行情，全面注册制后银行股也会有20cm大长腿	未攻击用户
常山北明优点是位置低、东数西算提及、洗盘时间长。<br />缺点是散户多、棉纺织+计算机双驱动。	未攻击用户
现在好多签都破发 还有肉？	未攻击用户
今天有问题，替芬泰可能申报二期临床了	未攻击用户
恶庄跟你想法一样还不得亏死[捂脸]18	未攻击用户
那个唱衰家伙没这票不知为啥天天在这里逼逼逼	攻击用户
