text,label
醒醒，该上班了,1
呼叫万手哥买入游资机构买入赵老哥买入，雅本化学都涨停板了,0
这个小丑太可恶，上蹿下跳恶心人。,1
今天一字板跌停开盘，你想割肉都没有机会。,0
不砸就算他有良心了,0
金发科技金风科技咋样,0
不扛着还好,0
每天都有被逼疯的,1
发行价都是19.95，19的成本哪里来的,0
杀     王   意,0
军工黄金,0
能拿住三年筹码的已经不容易啊,0
想在国内卖很简单，但是现在国外都忙不过来，先赚外汇为主，国外疫情越来越严重，而且还放开了，自己测试的试剂后面大量需求，至少到明年都是需求量很大，就算特效药出来，还是要要先确诊是不是新冠，不能乱吃药，去医院很麻烦都是自己测试，然后服药过程中在测试，症状没有了，再测试，所以只是一个长期的消耗品，持续看好九安。,0
老师要是这么流弊还有功夫搭理你？,0
无利不起早，你是有多想进进去抢筹码，顺其发展就好，非你所得莫强求！,1
感谢主力让我赚大钱,0
所以你赶快走，为了大家的幸福,0
太幼稚了，全网发行，看市盈市净180--222,0
亏了8万五千元,0
有病,1
涨起来了涨起来了,0
有向上涨停板，但防可能下跌回调[龇牙]8,0
写这么多，分析的这么透彻，今天不涨停板都对不起你。,0
[龇牙]8[龇牙]8[龇牙]8[龇牙]8[龇牙]8,0
年轻气盛的2月股龄,0
氧本化学是啥,0
一看就是娘门做的,1
梁静茹给的,0
中天挂不出去卖不掉了,0
亏不死你了还,0
快来看，有人在吹牛,0
懂了 重仓<br />,0
好人，好心，好文，必有好报。,0
双顶,0
不看好你可以卖了 这个也没什么 看好哪个去买那个,0
你还是算了吧，自己看看前面写了些什么文章,0
你说得在理，,0
你个自恋狂，你个韭菜盒子,1
"股友:你是做长线的，心态好?这最重要?小年青最缺的就是这一点:""急功近利″，往往那怕在大底部买了具备经营性价值投资股，也拿不住，甚至还割肉出局?之后此股成为了长期的大牛股?本人看好此股今后的广阔前景，本人有113900股底仓，虽然持股价格比您低，本人还盈利，但这底仓准备长期投资，当中有机会做些丅就做做丅。我当您良好的心态点赞?这就是正确投资理念中重要的素质必须具备的一方面。",0
还真不信，你还真以为自己是股神了,0
有毛病,1
谢谢庄家提醒，已经清仓,0
破股没搞头走了,0
一本正经的胡说八道,0
必须翻两倍,0
君实时药不行！,0
2.5结单。本周,0
哪说的啊？,1
确实是看不懂，赚不了这个钱，空仓好了。,0
球球你多动动脑子吧,1
地板,0
我靠你去评评别的行不行？自从我炒股以来只要你在评论区评论过涨的都是跌，你看空的都会涨。,0
小散的眼泪,0
亏不亏不好说，这股的线很好看,0
18.5入手已经亏了8000多[流泪]7,0
看看他的评论，早就买上了，忽悠接盘的呢！,1
中信的研报最坑人,0
那最高11.8是怎么上去的？第一次碰到，想不通。,0
这不你不是人吗？你在理我唉,1
17块多都没搁[流泪]7,0
封单太少了,0
昨天那个sb战法的是你师傅吗？真是青出于蓝而胜于蓝,1
貌似大数据与他无关。看大数据涨什么样了,0
高开低走老套路啊,0
卖开10份1仓他就会涨了，不卖就等着回落吧，一场欢喜一场空,0
看这周，涨的话就有,0
我星期五人10000股,0
今天又要套人了,0
看玩后，我哈哈大笑。太开心了，我决定就买它！,0
别想太多,0
[骂]16听你的卖了一部分，结果涨上去了,0
买不到,0
看来真吃土了！[捂脸]18,0
现在给你个删帖的机会,0
西藏做t跌停买减少周五买进的成本，一会再拉起来卖。,0
你太有才了,0
你不怕今天买入就很快st吗,0
我怎么中签1000股,0
低价再收回，等涨了再减持呗！,0
你真有钱,0
你有病吧？这个股票你在那里能看到翻倍,1
没进去的准备票被套，在里面的准备ST割肉,0
不来，我清了，看戏,0
走错片场了,0
坐等199！！！,0
我提前割肉了[可爱]2[可爱]2[可爱]2,0
周五卖了点  尾盘买回去了 只留了点之前补仓的,0
七年韭菜,0
我也看完了。,0
翻倍才解套,0
成本这么低还急什么，我都20以上,0
怎么老忽悠人？,1
哈哈，就怕到时候我的十几万股旗滨还在，你的几百股已经跑完了，那就很讽刺咯,0
太专业了[棒]27,0
马上开始跌[可爱]2,0
京东方在技术上取得突破，从被动引进到消化吸收，再到二次开发，已经到了一定水平，盈利才开始，后面一定会大量增加，以前投资的两千亿五年可以赚回来，一般的面板厂家估计会被挤垮，未来LG等面板厂可能会倒台，就三星和京东方,0
你自己亏钱能别误导别人吗,0
呵呵，老板富得流油。你不要亏了股票钱就在这里帮美团讲话。没有不骂美团的除了你们这些买美团股票的韭菜,1
换股,0
低开是好事呀,0
有病,1
浙江永强投资九次方大数据，这个九次方很牛逼，妥妥的东数西算，天眼查可以看。,0
明白了，谢谢,0
三十年前的事，你去查吧,0
[吃瓜]15[吃瓜]15[吃瓜]15[吃瓜]15保持吃瓜看戏状态！,0
又一个国际吹天,0
今天终于抛了，这个股不能在碰了，还好没赔，挣了几万[龇牙]8,0
雷能雷能，兄弟悠着点！别点火??,0
说反了吧  开会都是跌,0
继续放着[笑哭],0
请教老师，实盘2018的空如何操作，谢谢了。,0
什么意思？！？！,0
低开高走,0
高兴个毛，这么大盘子，怎么可能这么点单子涨停,0
出去6个多亿了。要拉2个亿就回来了。小心,0
今天给你们架杆子，明天来看你们大家就被挂上了。,0
亏50多个点还在7.7的本，守了快二年了。,0
200块不行吗,0
胡说八道什么,0
你自己不看看，人家都快跑完了，你还在这里意淫,0
那是不可能的呵呵呵,0
黄金销售额377亿,0
我也看完了，但愿盈方微能重新上市,0
两年韭菜天天胡说八道，不看好就爬,1
大东家，不要太激动！只是做报表而已！公司究竞如何做财务报表，如何回报二级市场的投资者，凭公司的良心了。天知、地知、你我不知？,0
赚了10个点走路<br /><br />,0
十四年，你说反话吧！,0
不会吧，我还想买入啊,0
正常，这对于我都是基本操作,0
今天大概率涨停，必然连版,0
国资委出手了,0
哈哈哈！看了你这个故事，不卖不卖了[笑哭],0
国台酒喝过，不比茅台差，性价比高。,0
有没有给我点赞的，期待变红,0
每天都希望被老师挽救,0
那必须<br />,0
不起床就不能干活了？,0
你要脸吗,1
嗯,0
算不算又怎样？反正在低位大胆买,0
今天不需要20,0
傻,0
高颜值,0
9:25之前的单都是可以撤回的,0
我们公司不存在裁员的情况,0
拜登要和普京见面，老道拉升了！,0
谢谢普及，亏赚其次，不买是种态度！,0
逆贼你盗我作品,1
我也挂了，睡觉,0
打脸不,0
发布虚假的信息是要负法律责任的丿,0
利好出货千万别来接盘，,0
补你??,0
目前有10万股民了，谁管抬轿？不振荡或下跌十天半个月谁敢拉升。脑子坏掉了。,1
不会！这票散户太多,0
又疯了N+1个,0
莫非你又是另一个穿马甲的宝宝？静待验证。,0
自信点，把“搞不好”去掉,0
怎么看19的成本19怎么看的,0
说的很有道理。,0
[可爱]2,0
你不消停，伊哥不涨。停更一天试下。大哥！,0
你就是昌,0
不懂别胡说，看主力大资金杀入，不出高价你别想买到,0
主力在进，,0
别急。在后面,0
我把自己套住不行么,0
反弹上去不就是给空的机会吗,0
还好我撤单果断,0
拿两年10000股已经做好准备打长久战,0
你能的,0
底仓2300股也在观望中,0
你是庄稼派来的托吗？,0
四千点才是起点,0
早呢，还没到底,0
一会说跌，一会说涨，不割你割谁,0
怎么样，准不准。,0
中信貌似从不玩虚的,0
门都焊死了,0
交流一下,0
今天终于杀进来了，等你的400了[色]4,0
准备清仓一半了,0
诱空，五日线都破不了，跌不下去,0
"多了亁照光电解公司发展扩大，和公司主要为一供应商，亮点就知道公司含“金量高”那么就有潜力也有投资价值。参考三安光电，雷曼光电。<hx_stock>stockName:创识科技,stockCode:300941,market:33</hx_stock> <hx_stock>stockName:机器人,stockCode:300024,market:33</hx_stock> <hx_stock>stockName:上海凯宝,stockCode:300039,market:33</hx_stock> <hx_at>userId:519864255,userName:本宫卿家</hx_at> <hx_topic>topicName:俄乌战争，股市迎战疯狂星期一？,topicCode:ToTpl1z</hx_topic>",0
人家别的股赚了,0
一月骨龄[龇牙]8,0
一样的本[捂脸]18,0
启动的前一天无意全仓买入[可爱]2,0
别再这里忽悠人,0
全仓干兄弟,0
兄弟打脸了吗？,1
又一个被广告忽悠了,1
潜龙在渊,0
哎呀 谁在打我的脸？哎呀？,1
开盘开在290，你跑不了？,0
是的 目标价20,0
我觉得，炒股还是需要有一定知识水平的，股市不是提款机，从来没人保证过新股上市一定要涨,0
360天了,0
天天忽悠！有毛意思,1
我周五割肉走了[流泪]7[流泪]7[流泪]7,0
[笑]1,0
兄弟，人家龙头都已经两个20厘米了[捂脸]18[捂脸]18[捂脸]18,0
注册制来了壳还有用吗？最主要的是背靠大树好乘凉,0
机构反向理论,0
全国人民来对付多头,0
老哥被五个月的婴儿忽悠了，,1
下一波东邪西毒,0
高度控盘股，上方没有套牢盘，只能一直拉，放量就可以走了,0
散户永远干不过主力,0
没毛病,0
你在做白日梦吗，无缘无故会跌停吗，缺货懂吗，你笑死我了，跌停的点在哪，在你脑子里,1
12.7再考虑，要不然不划算,0
预计今天跌3-4％收盘来发表意见,0
没有,0
流通十亿，估计翻倍时就要开板，留在山顶准备过年吗,0
你想多了吧，应该是跌回3.85,0
开多的散户不知道咋想的，明摆着主力往下砸，还想着抄底，真牛,0
有什么消息了吗,0
无论明天复不复牌，今晚必须出公告，做好准备吧!,0
买不进去,0
一辈子亏钱的命,1
牛哥  能不能预计下   这波  能到多少,0
我买进来了,0
豆子，降价了,0
被消化说明要涨啊，你不是前后矛盾吗,0
这是要涨停啊,0
也翻了好几倍as，怎么不停牌呢,0
等死躺板板,0
你是买不进去，酸酸的吧,0
别着急，手不要乱动，玩这股得看市场情绪,0
明天应该会确认底部,0
挂单16.6没买进去,0
高手[棒]27,0
不会，不出公告是因为涨跌幅都不大,0
放一两个月不看就不会被洗，现在天天压着不让涨，我也是基本全仓没输赢洗跑了,0
被三六零整疯了[龇牙]8,0
李永乐老师吗,0
上到二十二元会到的买吧,0
创业板不受限制,0
已经入手100000股，等涨钱,0
今天杀不了，这个主力只杀融资,0
厉害了，绿牛变红牛了！,0
都被坑走了[可爱]2,0
当年二十多买的它后来跌到十二把它割掉了 赔了小三万 我等它两三元钱时再出手争取把这耻辱踢掉,0
才发芽一年的韭菜,1
大大的有，看今天板板就知道了,0
痴心妄想,0
20个板,0
你大爷我看的很认真,1
外加工500吨中间体,0
求猫叔关注呀,0
正川中硼年产能不是30亿只嘛？,0
想卖就卖吧不要吱个声，你就像利欧的小燕子样,0
做梦,0
竟问些不得人心的话，闲的,1
[龇牙]8[龇牙]8[龇牙]8[笑哭][笑哭][笑哭][笑哭],0
上次停牌是合作方还没进场，没有吸筹,0
都没有东财转2，为啥你还能持有？,0
一直如此,0
草率了不是？,0
你懂的这么多，呵呵,0
脑子不好使,1
没有一字，抢不过东数西算的风头，尾盘进几亿有啥用,0
62块左右可以建仓,0
华鑫买了这么多只，买的都废?只要承接好华鑫就反向做多,0
刘老师也推荐买这只。,0
我也是啊,0
忽悠,1
真像做梦似的,0
残奥会后还有亚运，这年都不涨,0
大盘休市怎么没有公告出来？是不是在集合竞价？集合竞价的话不是15分之前吗？,0
那就是要跌了？,0
伙计白天，是大白天,0
有数据安全要求，CPU必须国产,0
你这人特么瞎扯蛋都是,1
和你一样，看了几次没进,0
算了 你别说 你说大家都心里慌,1
赶紧逃命！,0
这股完了，现在板块大涨，下午一跳，不跌才怪呢,1
两天<br />,0
这货真牛，原油暴跌，这货疯长,0
我给我开1亿倍,0
什么利好呢,0
老板把你后半年要离婚的事都算准了[捂脸]18,0
别提大妈了，都被提烂了！,0
桃腮粉面真美女，嘴巴最好看,0
人兄醒醒拉起来了！,0
假托单又开始出动了，哈哈，忽 悠 新来的接盘，哈哈，套 套路,1
别信他。我感觉这次要涨到七八块。最差的业绩已过去了。会越来越好。要扭亏为盈了。还有更大期待。合肥大投资还没见效益呢。可以拿着等等,0
河钢资源(000923)最新股东户数为4.48万户，根据2021三季报披露，户均持股1.68万股。,0
太牛逼了，板上出货,0
家里急等着钱[笑哭][笑哭][笑哭],0
几个菜喝成这样,0
查查查，一定要一查到底，给我们股名一个交代[加油]13[加油]13[加油]13,0
呵呵！,0
你提前看到年报了吗,0
拿手机应该可以看[笑]1,0
急上急下，苹果特点。而且低开往往会拉升。,0
太钢不锈(000825)今日上涨0.13%，股价7.46元，在短线支撑位6.40和短线压力位7.99中间附近，走势需要进一步观察。,0
我也不信,0
人才啊！,0
梦该醒了,0
十月怀胎，股龄10月，先生大才。我把书店砸了，就是因为没有买到你的书。,0
哥们笑死了，这个股，你两块多三块买了，六块卖，熟悉的配方，高位买了是不行的,0
你有多少股,0
7局木木木<br />从最近3年的年度表现来看，2020年是以“两瓶酒”为代表的大消费表演的一年。2021年是以宁德时代为代表的新能源表现的一年。显而易见三大板块中主要的两大板块在过去两年里都轮番表演过了。水皮想现在无论如何，即便从保守的角度来讲，如果有结构性机会，也只可能是大金融板块。大盘指数已经走坏，注定今年是震荡调整行情，高估值版块风险加大，主力资金调仓换股到低估值滞涨的银行金融版块，江浙地区的银行受益于当地经济发展，发展空间巨大，具有涨停基因的小市值紫金银行底部已出现，目前月线金叉，趋势处于上升通道，布局建仓时机，未来可期，正在酝酿大行情，全面注册制后银行股也会有20cm大长腿,0
居然看完了，愿来是个安慰[笑哭][笑哭][捂脸]18,0
不停涨，涨不停,0
如果真的几个板，今年就开门红了，有肉了,0
什么时候开？？？,0
集中度这么高你跟我说派发，带点脑子吧,1
浙江建投6层，恒宝两层做t，如果浙江断板，我出一半，恒宝强势上板我就加给恒宝,0
它是借着当年牛市上去的,0
你个托,1
我也是,0
看跌,0
信你昌。,0
又在这忽悠人接盘,1
有才,0
就是，每次大盘跌才来装逼,0
多吗,0
双头,0
快别提这个了，今天跌的最多的就是那三个券商龙头。,0
明白人,0
[龇牙]8,0
这个不触犯法律，人家提前公告里面写了，证监会也审核通过了,0
你踏空了吧？天天唱空有意义吗？,1
又是庄家的托，忽悠大家买进然后主力撤退,1
就怕鱼死了，网不破,1
大肖吗,0
这是垃圾！不用叫也是辣鸡,1
菜油太强了油强粕就弱,0
秘董：你董密吗？[龇牙]8,1
只是中标，没有实施吧,0
退下，中恒中恒霸气豪横,0
什么会期间都会跌,0
牛逼,0
首先??有两千万的资金[吃瓜]15[吃瓜]15,0
2022-08-22??????见,0
都大白菜??价格了还折腾什么??,0
就喜欢看你胡说八道！,1
我7.8的本，现在短期感觉看不到希望,0
大家小心了只要这位仁兄说让买了，可以做个反向指标,0
估计有点悬哦！,0
今天大a低开,0
掉了我就该满仓了,0
多琢磨琢磨再来炒股吧,0
因为提保更容易拉爆空头，机构又不怕没钱持仓,0
保本重于盈利,0
周五我2790空，今早加空，小赚，周五晚上抗到哭,0
两个一字板,0
[打脸]19[打脸]19[打脸]19[打脸]19[打脸]19,1
跌成这样，还不是有雷,0
都是烟幕弹，做好防御、,0
现在是上车的最好机会，下午大涨，明天涨停板来了。,0
已经不亏了，等再冲一波,0
今天跌五个点,0
我信了你的鬼出了,0
改个名字才行，杭州数据中心,0
耐心等待,0
"买这种龙头就是一种幸福，封单越来越多，众矢之的，特别踏实[c奸笑]"" src=""//i.thsi.cn/sns/circle/wapcircle/img2/discuss/emoji/n7[c奸笑]"" src=""//i.thsi.cn/sns/circle/wapcircle/img2/discuss/emoji/n7",0
赞赞赞[棒]27[棒]27,0
套傻了这个家伙[吃瓜]15,1
17.6成本23.36卖了，27.32接回来的这是一个有格局的股票[龇牙]8[龇牙]8,0
结果等于零,0
还能盈利20个点,0
宁波和贵州网路都赚一个涨停走的，哎，还是怕,0
牛丽霞是谁？,0
上次停牌是合作方还没进场，没有吸筹,0
此股内部肯定有问题 所以没人敢买  可能还有好多萝卜章 反正先跌就对了,0
我上周五入的,0
上周就要往下跌，硬是叫大盘拉回来，这周得补跌,0
我虽然满仓持有，但这牛逼吹的我上头,0
腾讯才是更吸血鬼，他才是中国最大的垄断。,0
你的想象力太丰富了[龇牙]8[龇牙]8[龇牙]8,0
你这样，你家人知道吗,1
[棒]27[棒]27[棒]27[龇牙]8,0
未来是哪天？我只看眼前，未来跟韭菜有一毛钱关系吗？,0
吓死胆小的[可爱]2,0
人民无敌,0
哈哈哈哈哈哈哈哈哈哈,0
臭嘴,1
往下也是竖,0
没有,0
走啦走啦，310，七个点,0
妈的缺我这1万股吗？,0
今天不出意外，大阳线,0
举例，老师推荐100个人，一百个股票。有50涨50跌，跌的对他失去信任，涨得就对他信任咯。然后再推荐50个不同股票，继续有25涨25跌，那剩下的25个人肯定对老师深信不疑了向赚的那些人拿佣金，亏的那些人关老师鸟事。,1
4.7涨停那天平价走的，5万股,0
想想就好,0
楼主那里来的信息,0
你这脑子的反应说明了什么你知道吗？幼稚！,1
天天发这些给小散干嘛，庄又不会看你发的,0
老师早上好[龇牙]8,0
低开直接秒破12一路跌停,0
长城啥都蹭，啥都一般，没有明显优势，这公司连电池都做,0
怎么找你？我需要解套,0
不是相来如此吗,0
真能瞎逼逼,1
必须能,0
葡萄酸吧,0
变成股东,0
做空吧,0
吸引一波眼球[可爱]2,0
买不到的,0
星期四开盘,0
能,0
金科今天一卖就进这个,0
刚好加仓[龇牙]8[龇牙]8[龇牙]8,0
那里来的消息？,0
走了，浪费时间,0
18元！咋可能嘛[捂脸]18[捂脸]18,0
今天没有直接开板，明天就阴线，,0
高点再下移，有点危险,0
两年就别说话了<br />,0
另找标的。,0
主要看主力，要涨的话，没关系也没事，不涨，有关系也没用,0
[狗]28,0
不用坐等打脸了，现在就可以打脸，,1
要起飞了。 有折价交易,0
合适的时间！适合自己的点位没有踩准！,0
涨条毛，现又跌了,0
白日做梦,0
可以买了,0
耐心！肯定要砸到没有人卖没有人买了才会拉的。,0
想想算了,0
是起飞了，今天涨停,0
会突破18的,0
我的￥11的成本都放了，大半年了，不知道什么时候才能才能回本。,0
你最少挂两个点卖啊,0
现在赶紧抛，尾盘接回来，今天会天地板,0
韭菜别说话,1
这公司在内蒙，尤其和林格尔，是当地很牛的企业。,0
机会应该有，就看你跟不跟！,0
说话过脑子？,1
打脸否？冒充懂，其实什么也不是！,1
是不是傻,0
物联网，云计算,0
你们这两个亏货嗓门心的脑袋真不正常哈哈不管，反正这股我赚了，你们爱说啥说啥，两个好大儿，真听话，哈哈让你俩亏我心里真高兴啊,1
股市永远是反人性的,0
祖师爷是哪个票我去看看,0
最好换游资强庄进场！,0
就说前期的涨跌多少人下车？机构本这么高，不会给口子的，这利好不直接上赶紧卖了吧,0
肯定是虫啊还用想吗？<br />,0
那你赶快卖掉走人,0
必须的涨停[可爱]2[可爱]2,0
周五大量散户跑步入场。。。,0
精薛！,0
知道打脸的滋味吗？？？！！！！！少胡言乱语！！？,0
今天挂单应该可以，价位这么高了，主力肯定会抛的！,0
又是一个骗子,1
今年,0
你字最多，给你点赞,0
不要怀疑，就是这样的，从当初精准下杀做定增价开始就是如此了,0
醒醒兄弟,0
涨停走了三分之一,0
那你还真是怕,0
仟源制药和它选错了！,0
杂毛没有买不到的，你多挂一会就买到了,0
[棒]27,0
今天绝对是一场腥风血雨哀嚎一片,0
好好炒股不行吗？非要预测来预测去，左右打脸，今天跌停了吗？,1
今天最低价就是明天最高点,0
这是内部人员才知道的信息,0
非通道大资金，不用想了,0
跌破38,0
国足牌海参？,0
你想卖就卖呗，估计正股买不到的可能会考虑转债，毕竟开盘50亿封单,0
别跟风,0
你说气不气我就4.2亏本卖了天疯，3.9进了国海。,0
七块钱脱帽时候卖了江特我说什么了吗？,0
你真当真？就算是真的，这个项目的收益翻一倍，那又如何？别忘了，这是二级市场，和一级市场的投融资完全是两码事[笑哭]，他说主力亏损2个亿，你有没有想过。。所谓的主力，在一级市场的时候，获得的成本可能是几块钱。。,0
肯定是砸盘，然后拉升[可爱]2,0
少说点，不怕打脸？,1
42.88的本怎么抛,0
来吧等你,0
高兴的太早了啊,1
查重百分百,1
你上了  我们在上,0
次新加专用设备，明天要竞争最高板了，它够呛，,0
咋让人担心呢,0
恐惧,0
推荐的时候先减仓肯定没毛病,0
还没走吗？,0
还有个亚运会概念呢。,0
五月合约，啥时候空都能赚钱,0
未卜先知啊,0
哈哈哈真幽默,0
复制粘贴最后改几个字[吃瓜]15,0
股龄三年可能亏傻了..,0
就这种谁搞谁死,0
我去今天加仓了。别绿啊！,0
医疗产品没有主动买的，需要推广，需要时间，正常能赚，起码是一年后,0
我出两手,0
最多是四块,0
我信一回,0
谁把卷拿来融的，,0
不知道为什么，每天都在大量出货，拉散户抬轿子,0
强赎也是130，应该买入正股,0
项目投资方本来就是万朗瓷塑，只不过项目还没落地，所以玩短线没必要抱太大希望有反弹赶紧跑，长线的拿着没问题,0
这股要退市了，大家做好思想准备,0
中信证券从来都是反向操作的啊，中信唱多还敢买？,0
吓我一大跳！,0
不知它是运什么的,1
今天数据中心，云计算这些都大涨,0
相信你不会吃的[棒]27[棒]27,1
照现在这走势开盘就破了[捂脸]18,0
我也在等呢，我到6.8，很快的，现在俄罗斯乌克兰局势不稳,0
还在睡啊,0
哈哈,0
暴升必有暴跌，棕榈油欠小散们一个跌停哈，等。。。,0
你是顶嘴公司的吗？,1
不会退市的，有悦河项目，跟上节奏,0
已经截图网警，等着吧,0
为什么[发呆]10,0
小庄也没赚钱，大家耗着吧,0
我也是七元的时候走了一部分，后来又抓回来了，主要是他不断破新高，新高在哪里不知道，反正坐船走吧，,0
是不是今天出利好但是你一出来就跌,0
绝对的退市,0
吃不着葡萄心理[捂脸]18[捂脸]18[捂脸]18[捂脸]18,1
一个月的骨龄，搞笑那,1
放心，还不到发动时间！,0
厉害了。就你一个人昨天能买卖[棒]27,0
这他妈想象力丰富，继续编,1
等着呗<br />割啥肉<br />坚持<br />坚持,0
下周还是会这句话,0
西部从贵州开始，业绩反转，正牌受益股！！,0
盘中次主力出去吃饭了[龇牙]8[龇牙]8[龇牙]8[龇牙]8,0
瀑布壮观是因为他一泻千里,0
刚才后悔设卖,0
有人抄底吗,0
在宁波建工年前就是弟弟,0
今天大跌8个点,0
曾老师说今天梭哈,0
说明你是股神，你赶紧买。,0
上周还说连续跌到60日线，天天唱空，那理论一套一套的，劝别人割肉，笑死了[棒]27,0
十四块7买的,0
又是被融卷砸盘，真的牛逼了,0
咱国开始交易人家就下跌，然后我们跟着就要下跌，,0
喝假酒了吧,1
还有机会嘛,0
不会的。,0
有点害怕,0
我也是,0
周五买了4000块，涨停毫无意义,0
哪里看现货涨了？,1
兄弟们，这个晚期患者！你们多体谅一下,1
下午6800,0
机构故意在迷糊散户，减少挂单，就按收购的优质资产，股价翻2倍也不多,0
是这个道理。所以是炒运气。讲太多无用,0
庄股，见识了吗,0
还在涨不了,0
赚了1500跑了,0
对头,0
貌似没关系吧,0
看基金持股确实是大幅下降，不知道是不是有年报没披露的，截止到四月二十三发年报才能见分晓。,0
三个月，你也敢评论。,1
还是玻璃牛掰,0
好。,0
上影线之王岂是浪得虚名,0
啪啪啪  鸭[可爱]2,0
木有[笑]1,0
上w咯笑死,0
乖乖 人有多大胆地有多大产！,0
别出，等涨不动再出,0
又来忽悠人了,1
你真厉害 居然能在交行做短线,0
干嘛不说直接20,0
坚持住啊，老大，全靠你了,0
大白天的就做起了梦了！,0
是会涨还是落呢？,0
呵呵,1
让我们一起观察这位病人,1
哈哈,0
大阴就有！小散就是收割对象,0
也不是每个都废,0
猪还成长呢,0
今天会是什么情况,0
大涨在哪里,0
跑路吧，利好出货，中国股市一直在玩的游戏,0
猎杀时刻,0
有这个文采能力，干点影视编剧不香吗??如有票，祝你早日解套获利吧,0
我去报警,0
找斯,0
明显假北上,0
8.3的本,0
一字板涨停，吃独食，炸板率高，还有可能核你，骗筹码,0
赞赞赞赞,0
听君一席话 多打十年工,0
跟东财毛关系，不跌就不错了,0
疯了，这人疯了,1
想啥呢，榜一大哥是老赵，,0
不是所有的医药股都涨，你要说哪个股,0
为你激动不已666,0
牛逼,0
下午有你打脸的时候,1
别上车，感觉要套人,0
确实过分了，减仓差不多了来涨停,0
股评热闹[捂脸]18,0
上一万,0
你且等着去吧,0
洗干净了？,1
不会低了，直接追吧,0
套用下穷摇语录：他要的只是命，你要的是钱啊！[龇牙]8[捂脸]18,0
我有不卖,1
一路板上去,0
信你的裤衩都穿不上,0
想多了[笑哭],1
[痛苦]3[痛苦]3重仓了这玩意。。要不要跑路,0
这两年学会了些什么,1
咚咚宝今天在上汽集团股吧里叫人用钢管捅他。今天不会来了。,0
哥们吃点花生米,0
全仓？,0
可能今天就结束了，心疼牛哥，牛哥天天追涨杀跌，太累了,0
我估计有人看了你的分析又要出货了[吃瓜]15,0
节点都是计算好的，是为了后期继续减持争取时间，年报公布早，窗口期就早结束，窗口期不能减持,0
你是真害人,0
稳当才能走得长远,0
已挂好[龇牙]8,0
呵呵，还妇人之见，没文化就回家多读点书吧,1
丶,0
反复做这个。还是看好。虽然今天稀土永磁资金流出不少。依然看好,0
哎呀，老哥，你又来了。,0
别听他忽悠了，如果有那么准的技术你会教别人吗？记住，选定了票后没技术就尽量少操作，我同事买的票刚买几天董事长犯事就暴跌45%，拿了整整一年反而赚了，新城控股。,1
滚远点，罗里吧嗦的,1
他敢么？,0
这是让牛给龚了，哪来的勇气,0
牛被你吹四了,1
是的，宁波建工已经奠定了龙头的位置,0
感觉不错9.25挂的10.6买进,0
我就是韭菜[可爱]2,0
没有正格的了,0
其实就是直播电商起来了。直播电商 不那么在意牌子。 可以去看看 每天前十销售数据,0
跌不动了,0
敢买吗,1
里程增加不多，但成本降的还可以,0
我??[捂脸]18[捂脸]18[捂脸]18[捂脸]18[捂脸]18[捂脸]18,0
看好璐安环能,0
今天刚出利好，周一涨停了,0
我看完了,0
上周五，看着涨停，没买，好气[捂脸]18,0
给你总结四个字：轻腚郎当，你这个岁数能看懂,0
38跌下来时为什么不说？,0
因为散户互踩，加游资未出完的那点尾数砸盘，这尿性，真特码逗,0
三花提供的只是热泵的部件，整个热泵部件市场占有率最多的是奥特佳,0
创业板的st股票涨跌幅跟不上st的是一样的，笨蛋,0
我38的本，怎么操作，上次没有补进去[流泪]7,0
这股过百不算高！！！,0
这不废话麽，要么涨、跌、停牌还有什么可能性？,0
真想看看你骂采纳的嘴脸,1
想看看你的持仓是有多少苹果多单？这么看好苹果,0
两天17个点，拉高出货，能有啥利好,0
恭喜过来吃面,0
机会是有的但得断条腿,1
再来一百,0
还有葵花牌钢丝球的，也叫擦锅球,0
机构拉高也需要散户跟的，要不机构要是自己拉的再高也没有意义，一出货就砸下来了,0
笑我疯，笑我狂只因低调不张扬…。,0
脸疼吗？还要脸吗？？,1
你再说一遍？,0
[锦鲤]21,0
中国平安(601318)最新股东户数为130.36万户，根据2021三季报披露，户均持股8310.00股。,0
我家电视TCL的，质量很好。,0
解禁价格相当低好吧,0
周五进了20万股,0
病的真不轻。作孽,1
你太像拜登了,0
真真的对不起手续费呀[捂脸]18,0
打脸了吧，你这个庄托,1
拿了三年多。现在亏百分之五十[流泪]7,0
谁说控盘高的，你不会看吗？要不要我教教你,0
资金不够，不然我就加码了，现在64左右建仓我觉得挺合适的[骂]16,0
九安医疗(002432)今日上涨10.00%，股价66.45元，继续上探短线压力位67.76。上探压力位一般表明短期趋势较强。,0
啥意思,0
两个涨停板了，你赚了,0
热景,0
你说会创新高的,0
哈哈，我也看完了,0
你好像有大病,1
没关系,0
过了个年，是不是脑子进水了？而且不是一般的进水！,1
看透不说透<br />,0
来回做T，本钱做到22,0
3000多只股票又涨了,0
打脸啦[吃瓜]15,0
13个点,0
猪没减持也在跌！,0
准备了1.3加仓干,0
要求屏蔽你,0
被炸板骗了2成仓位,0
才高八斗,0
冬奥会闭幕后，估计热点就都会转到俄乌危机上来了。,0
别问，问就是高空,0
快吃赶快吃！,1
买了它快崩溃了,0
牛丽霞说的对啊,0
落袋为安也是一种幸运？？[捂脸]18,0
真疼,1
股是好股，就是盘子太大了，轿子难抬,0
好好喝酒,0
